"","SEQN","Schooling"
"57694",57694,NA
"57695",57695,3
"57696",57696,2
"57697",57697,4
"57698",57698,5
"57699",57699,3
"57700",57700,1
"57701",57701,3
"57702",57702,2
"57703",57703,NA
"57704",57704,4
"57705",57705,4
"57706",57706,NA
"57707",57707,3
"57708",57708,1
"57709",57709,3
"57710",57710,5
"57711",57711,NA
"57712",57712,NA
"57713",57713,4
"57714",57714,NA
"57715",57715,4
"57716",57716,NA
"57717",57717,4
"57718",57718,NA
"57719",57719,NA
"57720",57720,3
"57721",57721,NA
"57722",57722,3
"57723",57723,NA
"57724",57724,3
"57725",57725,NA
"57726",57726,NA
"57727",57727,NA
"57728",57728,2
"57729",57729,4
"57730",57730,NA
"57731",57731,NA
"57732",57732,2
"57733",57733,2
"57734",57734,1
"57735",57735,NA
"57736",57736,NA
"57737",57737,4
"57738",57738,5
"57739",57739,NA
"57740",57740,5
"57741",57741,2
"57742",57742,NA
"57743",57743,NA
"57744",57744,1
"57745",57745,2
"57746",57746,3
"57747",57747,NA
"57748",57748,5
"57749",57749,NA
"57750",57750,NA
"57751",57751,4
"57752",57752,NA
"57753",57753,2
"57754",57754,3
"57755",57755,5
"57756",57756,4
"57757",57757,4
"57758",57758,NA
"57759",57759,5
"57760",57760,4
"57761",57761,NA
"57762",57762,3
"57763",57763,3
"57764",57764,NA
"57765",57765,5
"57766",57766,NA
"57767",57767,NA
"57768",57768,3
"57769",57769,1
"57770",57770,NA
"57771",57771,4
"57772",57772,1
"57773",57773,2
"57774",57774,3
"57775",57775,3
"57776",57776,3
"57777",57777,4
"57778",57778,NA
"57779",57779,NA
"57780",57780,2
"57781",57781,3
"57782",57782,3
"57783",57783,NA
"57784",57784,4
"57785",57785,3
"57786",57786,4
"57787",57787,3
"57788",57788,4
"57789",57789,4
"57790",57790,4
"57791",57791,5
"57792",57792,NA
"57793",57793,NA
"57794",57794,5
"57795",57795,NA
"57796",57796,NA
"57797",57797,2
"57798",57798,3
"57799",57799,NA
"57800",57800,3
"57801",57801,NA
"57802",57802,5
"57803",57803,NA
"57804",57804,NA
"57805",57805,NA
"57806",57806,2
"57807",57807,NA
"57808",57808,1
"57809",57809,NA
"57810",57810,NA
"57811",57811,3
"57812",57812,5
"57813",57813,2
"57814",57814,5
"57815",57815,3
"57816",57816,4
"57817",57817,3
"57818",57818,5
"57819",57819,3
"57820",57820,NA
"57821",57821,5
"57822",57822,5
"57823",57823,4
"57824",57824,NA
"57825",57825,5
"57826",57826,3
"57827",57827,NA
"57828",57828,NA
"57829",57829,5
"57830",57830,5
"57831",57831,4
"57832",57832,1
"57833",57833,3
"57834",57834,NA
"57835",57835,NA
"57836",57836,2
"57837",57837,4
"57838",57838,1
"57839",57839,4
"57840",57840,NA
"57841",57841,5
"57842",57842,4
"57843",57843,4
"57844",57844,3
"57845",57845,2
"57846",57846,4
"57847",57847,4
"57848",57848,1
"57849",57849,5
"57850",57850,3
"57851",57851,NA
"57852",57852,NA
"57853",57853,NA
"57854",57854,NA
"57855",57855,5
"57856",57856,NA
"57857",57857,3
"57858",57858,4
"57859",57859,5
"57860",57860,NA
"57861",57861,4
"57862",57862,NA
"57863",57863,NA
"57864",57864,1
"57865",57865,NA
"57866",57866,NA
"57867",57867,5
"57868",57868,4
"57869",57869,1
"57870",57870,4
"57871",57871,NA
"57872",57872,3
"57873",57873,3
"57874",57874,NA
"57875",57875,4
"57876",57876,4
"57877",57877,3
"57878",57878,3
"57879",57879,4
"57880",57880,NA
"57881",57881,NA
"57882",57882,NA
"57883",57883,NA
"57884",57884,3
"57885",57885,2
"57886",57886,NA
"57887",57887,2
"57888",57888,4
"57889",57889,4
"57890",57890,4
"57891",57891,NA
"57892",57892,2
"57893",57893,1
"57894",57894,5
"57895",57895,5
"57896",57896,NA
"57897",57897,4
"57898",57898,4
"57899",57899,NA
"57900",57900,4
"57901",57901,NA
"57902",57902,NA
"57903",57903,NA
"57904",57904,NA
"57905",57905,NA
"57906",57906,5
"57907",57907,5
"57908",57908,3
"57909",57909,NA
"57910",57910,5
"57911",57911,5
"57912",57912,NA
"57913",57913,NA
"57914",57914,4
"57915",57915,4
"57916",57916,4
"57917",57917,2
"57918",57918,4
"57919",57919,5
"57920",57920,1
"57921",57921,5
"57922",57922,NA
"57923",57923,NA
"57924",57924,4
"57925",57925,1
"57926",57926,5
"57927",57927,1
"57928",57928,NA
"57929",57929,NA
"57930",57930,3
"57931",57931,NA
"57932",57932,4
"57933",57933,1
"57934",57934,4
"57935",57935,NA
"57936",57936,4
"57937",57937,NA
"57938",57938,2
"57939",57939,2
"57940",57940,5
"57941",57941,4
"57942",57942,4
"57943",57943,5
"57944",57944,NA
"57945",57945,4
"57946",57946,NA
"57947",57947,5
"57948",57948,3
"57949",57949,NA
"57950",57950,3
"57951",57951,NA
"57952",57952,NA
"57953",57953,5
"57954",57954,4
"57955",57955,NA
"57956",57956,5
"57957",57957,4
"57958",57958,NA
"57959",57959,5
"57960",57960,NA
"57961",57961,NA
"57962",57962,2
"57963",57963,4
"57964",57964,NA
"57965",57965,4
"57966",57966,4
"57967",57967,NA
"57968",57968,NA
"57969",57969,NA
"57970",57970,NA
"57971",57971,NA
"57972",57972,NA
"57973",57973,2
"57974",57974,NA
"57975",57975,NA
"57976",57976,NA
"57977",57977,4
"57978",57978,5
"57979",57979,2
"57980",57980,3
"57981",57981,2
"57982",57982,3
"57983",57983,NA
"57984",57984,2
"57985",57985,3
"57986",57986,5
"57987",57987,4
"57988",57988,3
"57989",57989,5
"57990",57990,NA
"57991",57991,3
"57992",57992,2
"57993",57993,5
"57994",57994,5
"57995",57995,NA
"57996",57996,NA
"57997",57997,2
"57998",57998,NA
"57999",57999,3
"58000",58000,1
"58001",58001,NA
"58002",58002,NA
"58003",58003,4
"58004",58004,5
"58005",58005,NA
"58006",58006,1
"58007",58007,1
"58008",58008,3
"58009",58009,4
"58010",58010,NA
"58011",58011,4
"58012",58012,NA
"58013",58013,NA
"58014",58014,1
"58015",58015,NA
"58016",58016,4
"58017",58017,NA
"58018",58018,NA
"58019",58019,NA
"58020",58020,NA
"58021",58021,NA
"58022",58022,NA
"58023",58023,4
"58024",58024,4
"58025",58025,3
"58026",58026,NA
"58027",58027,1
"58028",58028,4
"58029",58029,NA
"58030",58030,4
"58031",58031,NA
"58032",58032,4
"58033",58033,4
"58034",58034,NA
"58035",58035,4
"58036",58036,5
"58037",58037,NA
"58038",58038,NA
"58039",58039,NA
"58040",58040,NA
"58041",58041,NA
"58042",58042,5
"58043",58043,NA
"58044",58044,NA
"58045",58045,1
"58046",58046,NA
"58047",58047,2
"58048",58048,3
"58049",58049,NA
"58050",58050,NA
"58051",58051,NA
"58052",58052,5
"58053",58053,5
"58054",58054,NA
"58055",58055,NA
"58056",58056,NA
"58057",58057,4
"58058",58058,4
"58059",58059,NA
"58060",58060,5
"58061",58061,NA
"58062",58062,1
"58063",58063,NA
"58064",58064,NA
"58065",58065,3
"58066",58066,NA
"58067",58067,1
"58068",58068,5
"58069",58069,4
"58070",58070,NA
"58071",58071,4
"58072",58072,5
"58073",58073,NA
"58074",58074,2
"58075",58075,5
"58076",58076,NA
"58077",58077,4
"58078",58078,4
"58079",58079,1
"58080",58080,NA
"58081",58081,NA
"58082",58082,NA
"58083",58083,2
"58084",58084,NA
"58085",58085,4
"58086",58086,NA
"58087",58087,NA
"58088",58088,1
"58089",58089,5
"58090",58090,NA
"58091",58091,NA
"58092",58092,3
"58093",58093,4
"58094",58094,5
"58095",58095,3
"58096",58096,NA
"58097",58097,NA
"58098",58098,NA
"58099",58099,NA
"58100",58100,NA
"58101",58101,NA
"58102",58102,NA
"58103",58103,NA
"58104",58104,NA
"58105",58105,NA
"58106",58106,3
"58107",58107,NA
"58108",58108,5
"58109",58109,NA
"58110",58110,NA
"58111",58111,4
"58112",58112,1
"58113",58113,NA
"58114",58114,NA
"58115",58115,3
"58116",58116,NA
"58117",58117,1
"58118",58118,4
"58119",58119,3
"58120",58120,4
"58121",58121,4
"58122",58122,2
"58123",58123,NA
"58124",58124,NA
"58125",58125,4
"58126",58126,2
"58127",58127,3
"58128",58128,NA
"58129",58129,NA
"58130",58130,4
"58131",58131,NA
"58132",58132,5
"58133",58133,NA
"58134",58134,5
"58135",58135,3
"58136",58136,NA
"58137",58137,1
"58138",58138,NA
"58139",58139,NA
"58140",58140,NA
"58141",58141,2
"58142",58142,NA
"58143",58143,4
"58144",58144,4
"58145",58145,NA
"58146",58146,NA
"58147",58147,3
"58148",58148,NA
"58149",58149,3
"58150",58150,NA
"58151",58151,2
"58152",58152,5
"58153",58153,NA
"58154",58154,NA
"58155",58155,NA
"58156",58156,NA
"58157",58157,NA
"58158",58158,1
"58159",58159,5
"58160",58160,NA
"58161",58161,NA
"58162",58162,4
"58163",58163,NA
"58164",58164,4
"58165",58165,4
"58166",58166,3
"58167",58167,2
"58168",58168,3
"58169",58169,NA
"58170",58170,3
"58171",58171,4
"58172",58172,5
"58173",58173,1
"58174",58174,NA
"58175",58175,2
"58176",58176,4
"58177",58177,NA
"58178",58178,NA
"58179",58179,NA
"58180",58180,NA
"58181",58181,NA
"58182",58182,2
"58183",58183,2
"58184",58184,NA
"58185",58185,2
"58186",58186,NA
"58187",58187,4
"58188",58188,NA
"58189",58189,NA
"58190",58190,3
"58191",58191,NA
"58192",58192,4
"58193",58193,NA
"58194",58194,3
"58195",58195,5
"58196",58196,NA
"58197",58197,1
"58198",58198,NA
"58199",58199,NA
"58200",58200,NA
"58201",58201,2
"58202",58202,1
"58203",58203,NA
"58204",58204,3
"58205",58205,5
"58206",58206,1
"58207",58207,2
"58208",58208,NA
"58209",58209,1
"58210",58210,NA
"58211",58211,3
"58212",58212,NA
"58213",58213,NA
"58214",58214,4
"58215",58215,2
"58216",58216,NA
"58217",58217,NA
"58218",58218,1
"58219",58219,5
"58220",58220,2
"58221",58221,3
"58222",58222,NA
"58223",58223,1
"58224",58224,NA
"58225",58225,5
"58226",58226,NA
"58227",58227,1
"58228",58228,3
"58229",58229,4
"58230",58230,4
"58231",58231,NA
"58232",58232,NA
"58233",58233,1
"58234",58234,5
"58235",58235,NA
"58236",58236,3
"58237",58237,3
"58238",58238,4
"58239",58239,NA
"58240",58240,1
"58241",58241,NA
"58242",58242,4
"58243",58243,4
"58244",58244,NA
"58245",58245,NA
"58246",58246,NA
"58247",58247,NA
"58248",58248,NA
"58249",58249,NA
"58250",58250,NA
"58251",58251,1
"58252",58252,NA
"58253",58253,4
"58254",58254,NA
"58255",58255,NA
"58256",58256,2
"58257",58257,3
"58258",58258,NA
"58259",58259,3
"58260",58260,3
"58261",58261,5
"58262",58262,NA
"58263",58263,2
"58264",58264,NA
"58265",58265,3
"58266",58266,NA
"58267",58267,4
"58268",58268,NA
"58269",58269,3
"58270",58270,3
"58271",58271,5
"58272",58272,4
"58273",58273,NA
"58274",58274,5
"58275",58275,3
"58276",58276,5
"58277",58277,NA
"58278",58278,NA
"58279",58279,NA
"58280",58280,1
"58281",58281,3
"58282",58282,4
"58283",58283,3
"58284",58284,5
"58285",58285,3
"58286",58286,5
"58287",58287,4
"58288",58288,4
"58289",58289,2
"58290",58290,5
"58291",58291,4
"58292",58292,5
"58293",58293,NA
"58294",58294,4
"58295",58295,2
"58296",58296,2
"58297",58297,3
"58298",58298,2
"58299",58299,NA
"58300",58300,4
"58301",58301,2
"58302",58302,1
"58303",58303,NA
"58304",58304,2
"58305",58305,NA
"58306",58306,4
"58307",58307,1
"58308",58308,4
"58309",58309,NA
"58310",58310,5
"58311",58311,NA
"58312",58312,5
"58313",58313,5
"58314",58314,1
"58315",58315,4
"58316",58316,4
"58317",58317,NA
"58318",58318,NA
"58319",58319,2
"58320",58320,NA
"58321",58321,1
"58322",58322,4
"58323",58323,3
"58324",58324,3
"58325",58325,1
"58326",58326,5
"58327",58327,3
"58328",58328,2
"58329",58329,4
"58330",58330,NA
"58331",58331,4
"58332",58332,4
"58333",58333,NA
"58334",58334,2
"58335",58335,3
"58336",58336,NA
"58337",58337,2
"58338",58338,4
"58339",58339,5
"58340",58340,5
"58341",58341,2
"58342",58342,NA
"58343",58343,5
"58344",58344,5
"58345",58345,NA
"58346",58346,3
"58347",58347,1
"58348",58348,3
"58349",58349,4
"58350",58350,2
"58351",58351,5
"58352",58352,4
"58353",58353,NA
"58354",58354,2
"58355",58355,4
"58356",58356,NA
"58357",58357,4
"58358",58358,NA
"58359",58359,4
"58360",58360,NA
"58361",58361,4
"58362",58362,3
"58363",58363,NA
"58364",58364,4
"58365",58365,4
"58366",58366,NA
"58367",58367,NA
"58368",58368,NA
"58369",58369,NA
"58370",58370,NA
"58371",58371,NA
"58372",58372,3
"58373",58373,NA
"58374",58374,NA
"58375",58375,3
"58376",58376,NA
"58377",58377,5
"58378",58378,4
"58379",58379,NA
"58380",58380,1
"58381",58381,NA
"58382",58382,NA
"58383",58383,NA
"58384",58384,2
"58385",58385,2
"58386",58386,NA
"58387",58387,NA
"58388",58388,4
"58389",58389,5
"58390",58390,5
"58391",58391,NA
"58392",58392,3
"58393",58393,4
"58394",58394,5
"58395",58395,NA
"58396",58396,2
"58397",58397,5
"58398",58398,5
"58399",58399,NA
"58400",58400,NA
"58401",58401,NA
"58402",58402,3
"58403",58403,NA
"58404",58404,NA
"58405",58405,5
"58406",58406,NA
"58407",58407,4
"58408",58408,3
"58409",58409,NA
"58410",58410,4
"58411",58411,5
"58412",58412,NA
"58413",58413,5
"58414",58414,1
"58415",58415,2
"58416",58416,1
"58417",58417,5
"58418",58418,5
"58419",58419,4
"58420",58420,NA
"58421",58421,5
"58422",58422,4
"58423",58423,2
"58424",58424,4
"58425",58425,NA
"58426",58426,NA
"58427",58427,NA
"58428",58428,NA
"58429",58429,3
"58430",58430,2
"58431",58431,NA
"58432",58432,3
"58433",58433,2
"58434",58434,NA
"58435",58435,2
"58436",58436,3
"58437",58437,NA
"58438",58438,NA
"58439",58439,NA
"58440",58440,4
"58441",58441,NA
"58442",58442,3
"58443",58443,NA
"58444",58444,2
"58445",58445,NA
"58446",58446,4
"58447",58447,5
"58448",58448,NA
"58449",58449,1
"58450",58450,1
"58451",58451,4
"58452",58452,4
"58453",58453,1
"58454",58454,4
"58455",58455,3
"58456",58456,5
"58457",58457,NA
"58458",58458,3
"58459",58459,1
"58460",58460,2
"58461",58461,1
"58462",58462,NA
"58463",58463,NA
"58464",58464,NA
"58465",58465,5
"58466",58466,NA
"58467",58467,NA
"58468",58468,NA
"58469",58469,NA
"58470",58470,NA
"58471",58471,4
"58472",58472,NA
"58473",58473,4
"58474",58474,2
"58475",58475,NA
"58476",58476,NA
"58477",58477,3
"58478",58478,NA
"58479",58479,4
"58480",58480,NA
"58481",58481,3
"58482",58482,NA
"58483",58483,NA
"58484",58484,3
"58485",58485,NA
"58486",58486,NA
"58487",58487,NA
"58488",58488,4
"58489",58489,2
"58490",58490,NA
"58491",58491,5
"58492",58492,3
"58493",58493,5
"58494",58494,NA
"58495",58495,5
"58496",58496,NA
"58497",58497,5
"58498",58498,2
"58499",58499,NA
"58500",58500,NA
"58501",58501,3
"58502",58502,NA
"58503",58503,NA
"58504",58504,1
"58505",58505,5
"58506",58506,NA
"58507",58507,2
"58508",58508,NA
"58509",58509,NA
"58510",58510,NA
"58511",58511,NA
"58512",58512,NA
"58513",58513,NA
"58514",58514,5
"58515",58515,3
"58516",58516,NA
"58517",58517,4
"58518",58518,NA
"58519",58519,3
"58520",58520,3
"58521",58521,4
"58522",58522,3
"58523",58523,NA
"58524",58524,NA
"58525",58525,2
"58526",58526,NA
"58527",58527,3
"58528",58528,NA
"58529",58529,NA
"58530",58530,2
"58531",58531,NA
"58532",58532,5
"58533",58533,NA
"58534",58534,NA
"58535",58535,NA
"58536",58536,NA
"58537",58537,4
"58538",58538,NA
"58539",58539,4
"58540",58540,4
"58541",58541,NA
"58542",58542,3
"58543",58543,4
"58544",58544,NA
"58545",58545,2
"58546",58546,NA
"58547",58547,NA
"58548",58548,NA
"58549",58549,NA
"58550",58550,3
"58551",58551,NA
"58552",58552,1
"58553",58553,NA
"58554",58554,NA
"58555",58555,2
"58556",58556,NA
"58557",58557,5
"58558",58558,4
"58559",58559,1
"58560",58560,3
"58561",58561,2
"58562",58562,4
"58563",58563,3
"58564",58564,2
"58565",58565,5
"58566",58566,NA
"58567",58567,3
"58568",58568,3
"58569",58569,NA
"58570",58570,5
"58571",58571,4
"58572",58572,5
"58573",58573,4
"58574",58574,2
"58575",58575,NA
"58576",58576,3
"58577",58577,5
"58578",58578,NA
"58579",58579,NA
"58580",58580,3
"58581",58581,3
"58582",58582,NA
"58583",58583,4
"58584",58584,3
"58585",58585,NA
"58586",58586,3
"58587",58587,NA
"58588",58588,3
"58589",58589,NA
"58590",58590,2
"58591",58591,5
"58592",58592,3
"58593",58593,1
"58594",58594,NA
"58595",58595,NA
"58596",58596,2
"58597",58597,NA
"58598",58598,3
"58599",58599,NA
"58600",58600,4
"58601",58601,3
"58602",58602,NA
"58603",58603,1
"58604",58604,NA
"58605",58605,3
"58606",58606,4
"58607",58607,3
"58608",58608,NA
"58609",58609,NA
"58610",58610,2
"58611",58611,5
"58612",58612,NA
"58613",58613,4
"58614",58614,1
"58615",58615,3
"58616",58616,3
"58617",58617,3
"58618",58618,5
"58619",58619,1
"58620",58620,NA
"58621",58621,NA
"58622",58622,3
"58623",58623,NA
"58624",58624,3
"58625",58625,3
"58626",58626,4
"58627",58627,5
"58628",58628,NA
"58629",58629,3
"58630",58630,2
"58631",58631,3
"58632",58632,NA
"58633",58633,2
"58634",58634,NA
"58635",58635,5
"58636",58636,NA
"58637",58637,3
"58638",58638,3
"58639",58639,2
"58640",58640,3
"58641",58641,NA
"58642",58642,1
"58643",58643,NA
"58644",58644,NA
"58645",58645,1
"58646",58646,2
"58647",58647,2
"58648",58648,2
"58649",58649,4
"58650",58650,3
"58651",58651,3
"58652",58652,NA
"58653",58653,2
"58654",58654,NA
"58655",58655,NA
"58656",58656,1
"58657",58657,NA
"58658",58658,NA
"58659",58659,2
"58660",58660,3
"58661",58661,5
"58662",58662,NA
"58663",58663,NA
"58664",58664,4
"58665",58665,1
"58666",58666,NA
"58667",58667,NA
"58668",58668,3
"58669",58669,NA
"58670",58670,5
"58671",58671,4
"58672",58672,2
"58673",58673,2
"58674",58674,NA
"58675",58675,NA
"58676",58676,NA
"58677",58677,4
"58678",58678,2
"58679",58679,1
"58680",58680,2
"58681",58681,4
"58682",58682,5
"58683",58683,3
"58684",58684,4
"58685",58685,NA
"58686",58686,2
"58687",58687,NA
"58688",58688,1
"58689",58689,3
"58690",58690,5
"58691",58691,NA
"58692",58692,4
"58693",58693,3
"58694",58694,1
"58695",58695,NA
"58696",58696,2
"58697",58697,NA
"58698",58698,NA
"58699",58699,4
"58700",58700,4
"58701",58701,NA
"58702",58702,3
"58703",58703,2
"58704",58704,2
"58705",58705,NA
"58706",58706,5
"58707",58707,NA
"58708",58708,1
"58709",58709,3
"58710",58710,2
"58711",58711,3
"58712",58712,4
"58713",58713,NA
"58714",58714,5
"58715",58715,3
"58716",58716,3
"58717",58717,3
"58718",58718,4
"58719",58719,5
"58720",58720,NA
"58721",58721,NA
"58722",58722,NA
"58723",58723,3
"58724",58724,2
"58725",58725,3
"58726",58726,2
"58727",58727,NA
"58728",58728,4
"58729",58729,NA
"58730",58730,3
"58731",58731,NA
"58732",58732,NA
"58733",58733,NA
"58734",58734,1
"58735",58735,1
"58736",58736,NA
"58737",58737,NA
"58738",58738,3
"58739",58739,NA
"58740",58740,5
"58741",58741,1
"58742",58742,NA
"58743",58743,4
"58744",58744,5
"58745",58745,NA
"58746",58746,NA
"58747",58747,NA
"58748",58748,4
"58749",58749,4
"58750",58750,4
"58751",58751,1
"58752",58752,3
"58753",58753,5
"58754",58754,4
"58755",58755,NA
"58756",58756,3
"58757",58757,NA
"58758",58758,4
"58759",58759,3
"58760",58760,4
"58761",58761,NA
"58762",58762,NA
"58763",58763,1
"58764",58764,3
"58765",58765,3
"58766",58766,NA
"58767",58767,3
"58768",58768,NA
"58769",58769,3
"58770",58770,4
"58771",58771,NA
"58772",58772,5
"58773",58773,4
"58774",58774,NA
"58775",58775,3
"58776",58776,NA
"58777",58777,2
"58778",58778,NA
"58779",58779,4
"58780",58780,3
"58781",58781,4
"58782",58782,NA
"58783",58783,4
"58784",58784,1
"58785",58785,5
"58786",58786,NA
"58787",58787,4
"58788",58788,NA
"58789",58789,4
"58790",58790,5
"58791",58791,1
"58792",58792,3
"58793",58793,NA
"58794",58794,2
"58795",58795,NA
"58796",58796,NA
"58797",58797,1
"58798",58798,4
"58799",58799,3
"58800",58800,1
"58801",58801,2
"58802",58802,4
"58803",58803,3
"58804",58804,NA
"58805",58805,NA
"58806",58806,1
"58807",58807,NA
"58808",58808,NA
"58809",58809,5
"58810",58810,5
"58811",58811,NA
"58812",58812,5
"58813",58813,NA
"58814",58814,NA
"58815",58815,NA
"58816",58816,2
"58817",58817,2
"58818",58818,4
"58819",58819,2
"58820",58820,3
"58821",58821,2
"58822",58822,3
"58823",58823,NA
"58824",58824,3
"58825",58825,NA
"58826",58826,4
"58827",58827,4
"58828",58828,NA
"58829",58829,NA
"58830",58830,2
"58831",58831,1
"58832",58832,NA
"58833",58833,NA
"58834",58834,3
"58835",58835,NA
"58836",58836,NA
"58837",58837,NA
"58838",58838,4
"58839",58839,1
"58840",58840,5
"58841",58841,2
"58842",58842,1
"58843",58843,4
"58844",58844,NA
"58845",58845,2
"58846",58846,NA
"58847",58847,5
"58848",58848,NA
"58849",58849,NA
"58850",58850,NA
"58851",58851,NA
"58852",58852,5
"58853",58853,4
"58854",58854,3
"58855",58855,2
"58856",58856,4
"58857",58857,3
"58858",58858,NA
"58859",58859,3
"58860",58860,4
"58861",58861,5
"58862",58862,4
"58863",58863,NA
"58864",58864,1
"58865",58865,1
"58866",58866,3
"58867",58867,5
"58868",58868,5
"58869",58869,3
"58870",58870,4
"58871",58871,2
"58872",58872,2
"58873",58873,4
"58874",58874,NA
"58875",58875,NA
"58876",58876,3
"58877",58877,5
"58878",58878,NA
"58879",58879,5
"58880",58880,3
"58881",58881,NA
"58882",58882,NA
"58883",58883,NA
"58884",58884,3
"58885",58885,NA
"58886",58886,NA
"58887",58887,5
"58888",58888,NA
"58889",58889,3
"58890",58890,5
"58891",58891,NA
"58892",58892,5
"58893",58893,NA
"58894",58894,4
"58895",58895,4
"58896",58896,NA
"58897",58897,1
"58898",58898,5
"58899",58899,NA
"58900",58900,NA
"58901",58901,NA
"58902",58902,2
"58903",58903,NA
"58904",58904,NA
"58905",58905,1
"58906",58906,NA
"58907",58907,5
"58908",58908,5
"58909",58909,5
"58910",58910,NA
"58911",58911,NA
"58912",58912,NA
"58913",58913,1
"58914",58914,2
"58915",58915,4
"58916",58916,5
"58917",58917,NA
"58918",58918,NA
"58919",58919,NA
"58920",58920,4
"58921",58921,NA
"58922",58922,5
"58923",58923,4
"58924",58924,2
"58925",58925,NA
"58926",58926,4
"58927",58927,2
"58928",58928,5
"58929",58929,2
"58930",58930,NA
"58931",58931,NA
"58932",58932,NA
"58933",58933,4
"58934",58934,NA
"58935",58935,1
"58936",58936,NA
"58937",58937,4
"58938",58938,1
"58939",58939,NA
"58940",58940,NA
"58941",58941,NA
"58942",58942,4
"58943",58943,2
"58944",58944,2
"58945",58945,2
"58946",58946,1
"58947",58947,5
"58948",58948,NA
"58949",58949,NA
"58950",58950,NA
"58951",58951,NA
"58952",58952,NA
"58953",58953,NA
"58954",58954,4
"58955",58955,3
"58956",58956,NA
"58957",58957,NA
"58958",58958,NA
"58959",58959,4
"58960",58960,4
"58961",58961,3
"58962",58962,3
"58963",58963,4
"58964",58964,NA
"58965",58965,1
"58966",58966,NA
"58967",58967,5
"58968",58968,NA
"58969",58969,4
"58970",58970,NA
"58971",58971,4
"58972",58972,1
"58973",58973,NA
"58974",58974,2
"58975",58975,4
"58976",58976,NA
"58977",58977,3
"58978",58978,4
"58979",58979,5
"58980",58980,3
"58981",58981,1
"58982",58982,NA
"58983",58983,NA
"58984",58984,NA
"58985",58985,NA
"58986",58986,2
"58987",58987,2
"58988",58988,2
"58989",58989,4
"58990",58990,4
"58991",58991,NA
"58992",58992,NA
"58993",58993,1
"58994",58994,NA
"58995",58995,NA
"58996",58996,4
"58997",58997,NA
"58998",58998,4
"58999",58999,5
"59000",59000,2
"59001",59001,NA
"59002",59002,5
"59003",59003,NA
"59004",59004,4
"59005",59005,4
"59006",59006,4
"59007",59007,3
"59008",59008,NA
"59009",59009,3
"59010",59010,4
"59011",59011,NA
"59012",59012,NA
"59013",59013,NA
"59014",59014,2
"59015",59015,NA
"59016",59016,4
"59017",59017,1
"59018",59018,4
"59019",59019,5
"59020",59020,NA
"59021",59021,NA
"59022",59022,NA
"59023",59023,2
"59024",59024,2
"59025",59025,NA
"59026",59026,5
"59027",59027,NA
"59028",59028,4
"59029",59029,NA
"59030",59030,3
"59031",59031,NA
"59032",59032,2
"59033",59033,NA
"59034",59034,NA
"59035",59035,2
"59036",59036,5
"59037",59037,NA
"59038",59038,1
"59039",59039,3
"59040",59040,NA
"59041",59041,2
"59042",59042,NA
"59043",59043,3
"59044",59044,NA
"59045",59045,NA
"59046",59046,3
"59047",59047,NA
"59048",59048,NA
"59049",59049,2
"59050",59050,NA
"59051",59051,NA
"59052",59052,3
"59053",59053,3
"59054",59054,NA
"59055",59055,3
"59056",59056,1
"59057",59057,NA
"59058",59058,NA
"59059",59059,4
"59060",59060,3
"59061",59061,NA
"59062",59062,NA
"59063",59063,NA
"59064",59064,1
"59065",59065,4
"59066",59066,NA
"59067",59067,NA
"59068",59068,NA
"59069",59069,NA
"59070",59070,3
"59071",59071,NA
"59072",59072,5
"59073",59073,NA
"59074",59074,NA
"59075",59075,5
"59076",59076,5
"59077",59077,2
"59078",59078,5
"59079",59079,5
"59080",59080,NA
"59081",59081,4
"59082",59082,5
"59083",59083,5
"59084",59084,NA
"59085",59085,NA
"59086",59086,2
"59087",59087,4
"59088",59088,NA
"59089",59089,4
"59090",59090,5
"59091",59091,4
"59092",59092,4
"59093",59093,NA
"59094",59094,NA
"59095",59095,3
"59096",59096,NA
"59097",59097,NA
"59098",59098,3
"59099",59099,4
"59100",59100,NA
"59101",59101,3
"59102",59102,1
"59103",59103,4
"59104",59104,NA
"59105",59105,3
"59106",59106,5
"59107",59107,4
"59108",59108,3
"59109",59109,1
"59110",59110,1
"59111",59111,3
"59112",59112,NA
"59113",59113,4
"59114",59114,NA
"59115",59115,NA
"59116",59116,2
"59117",59117,4
"59118",59118,4
"59119",59119,NA
"59120",59120,4
"59121",59121,NA
"59122",59122,4
"59123",59123,4
"59124",59124,5
"59125",59125,3
"59126",59126,NA
"59127",59127,NA
"59128",59128,1
"59129",59129,NA
"59130",59130,5
"59131",59131,NA
"59132",59132,NA
"59133",59133,1
"59134",59134,3
"59135",59135,3
"59136",59136,NA
"59137",59137,4
"59138",59138,2
"59139",59139,NA
"59140",59140,5
"59141",59141,1
"59142",59142,NA
"59143",59143,5
"59144",59144,NA
"59145",59145,NA
"59146",59146,4
"59147",59147,NA
"59148",59148,5
"59149",59149,3
"59150",59150,3
"59151",59151,1
"59152",59152,4
"59153",59153,3
"59154",59154,NA
"59155",59155,NA
"59156",59156,4
"59157",59157,3
"59158",59158,NA
"59159",59159,2
"59160",59160,3
"59161",59161,5
"59162",59162,3
"59163",59163,NA
"59164",59164,NA
"59165",59165,3
"59166",59166,NA
"59167",59167,3
"59168",59168,5
"59169",59169,NA
"59170",59170,NA
"59171",59171,3
"59172",59172,4
"59173",59173,NA
"59174",59174,4
"59175",59175,3
"59176",59176,NA
"59177",59177,NA
"59178",59178,4
"59179",59179,1
"59180",59180,NA
