"","SEQN","Schooling"
"1675",1675,NA
"1676",1676,NA
"1677",1677,3
"1678",1678,5
"1679",1679,NA
"1680",1680,NA
"1681",1681,NA
"1682",1682,1
"1683",1683,NA
"1684",1684,1
"1685",1685,4
"1686",1686,2
"1687",1687,NA
"1688",1688,NA
"1689",1689,4
"1690",1690,1
"1691",1691,3
"1692",1692,2
"1693",1693,4
"1694",1694,NA
"1695",1695,3
"1696",1696,5
"1697",1697,NA
"1698",1698,NA
"1699",1699,NA
"1700",1700,4
"1701",1701,4
"1702",1702,4
"1703",1703,NA
"1704",1704,4
"1705",1705,3
"1706",1706,4
"1707",1707,5
"1708",1708,NA
"1709",1709,NA
"1710",1710,NA
"1711",1711,4
"1712",1712,1
"1713",1713,NA
"1714",1714,NA
"1715",1715,1
"1716",1716,NA
"1717",1717,NA
"1718",1718,NA
"1719",1719,NA
"1720",1720,2
"1721",1721,3
"1722",1722,NA
"1723",1723,4
"1724",1724,NA
"1725",1725,NA
"1726",1726,NA
"1727",1727,5
"1728",1728,1
"1729",1729,3
"1730",1730,1
"1731",1731,NA
"1732",1732,4
"1733",1733,NA
"1734",1734,NA
"1735",1735,NA
"1736",1736,4
"1737",1737,3
"1738",1738,NA
"1739",1739,NA
"1740",1740,NA
"1741",1741,3
"1742",1742,NA
"1743",1743,3
"1744",1744,NA
"1745",1745,NA
"1746",1746,NA
"1747",1747,NA
"1748",1748,4
"1749",1749,NA
"1750",1750,1
"1751",1751,4
"1752",1752,4
"1753",1753,NA
"1754",1754,2
"1755",1755,2
"1756",1756,NA
"1757",1757,NA
"1758",1758,NA
"1759",1759,5
"1760",1760,1
"1761",1761,3
"1762",1762,NA
"1763",1763,5
"1764",1764,3
"1765",1765,1
"1766",1766,2
"1767",1767,NA
"1768",1768,3
"1769",1769,NA
"1770",1770,NA
"1771",1771,NA
"1772",1772,NA
"1773",1773,NA
"1774",1774,2
"1775",1775,NA
"1776",1776,2
"1777",1777,2
"1778",1778,1
"1779",1779,1
"1780",1780,NA
"1781",1781,3
"1782",1782,3
"1783",1783,3
"1784",1784,5
"1785",1785,4
"1786",1786,4
"1787",1787,NA
"1788",1788,4
"1789",1789,NA
"1790",1790,1
"1791",1791,4
"1792",1792,3
"1793",1793,2
"1794",1794,5
"1795",1795,NA
"1796",1796,2
"1797",1797,NA
"1798",1798,5
"1799",1799,2
"1800",1800,2
"1801",1801,NA
"1802",1802,2
"1803",1803,NA
"1804",1804,NA
"1805",1805,2
"1806",1806,2
"1807",1807,4
"1808",1808,4
"1809",1809,5
"1810",1810,NA
"1811",1811,NA
"1812",1812,NA
"1813",1813,NA
"1814",1814,5
"1815",1815,4
"1816",1816,NA
"1817",1817,2
"1818",1818,NA
"1819",1819,NA
"1820",1820,NA
"1821",1821,4
"1822",1822,1
"1823",1823,NA
"1824",1824,1
"1825",1825,1
"1826",1826,NA
"1827",1827,NA
"1828",1828,NA
"1829",1829,NA
"1830",1830,4
"1831",1831,NA
"1832",1832,NA
"1833",1833,NA
"1834",1834,NA
"1835",1835,4
"1836",1836,NA
"1837",1837,5
"1838",1838,NA
"1839",1839,1
"1840",1840,NA
"1841",1841,4
"1842",1842,NA
"1843",1843,NA
"1844",1844,NA
"1845",1845,NA
"1846",1846,4
"1847",1847,NA
"1848",1848,2
"1849",1849,2
"1850",1850,5
"1851",1851,1
"1852",1852,NA
"1853",1853,1
"1854",1854,3
"1855",1855,3
"1856",1856,NA
"1857",1857,NA
"1858",1858,3
"1859",1859,2
"1860",1860,NA
"1861",1861,1
"1862",1862,NA
"1863",1863,NA
"1864",1864,NA
"1865",1865,3
"1866",1866,4
"1867",1867,3
"1868",1868,4
"1869",1869,4
"1870",1870,NA
"1871",1871,2
"1872",1872,NA
"1873",1873,1
"1874",1874,NA
"1875",1875,3
"1876",1876,5
"1877",1877,5
"1878",1878,NA
"1879",1879,NA
"1880",1880,NA
"1881",1881,NA
"1882",1882,3
"1883",1883,NA
"1884",1884,3
"1885",1885,3
"1886",1886,NA
"1887",1887,5
"1888",1888,NA
"1889",1889,NA
"1890",1890,NA
"1891",1891,2
"1892",1892,4
"1893",1893,NA
"1894",1894,NA
"1895",1895,NA
"1896",1896,NA
"1897",1897,3
"1898",1898,5
"1899",1899,5
"1900",1900,NA
"1901",1901,1
"1902",1902,3
"1903",1903,3
"1904",1904,5
"1905",1905,5
"1906",1906,1
"1907",1907,NA
"1908",1908,1
"1909",1909,2
"1910",1910,1
"1911",1911,NA
"1912",1912,1
"1913",1913,2
"1914",1914,2
"1915",1915,NA
"1916",1916,4
"1917",1917,1
"1918",1918,1
"1919",1919,5
"1920",1920,4
"1921",1921,3
"1922",1922,NA
"1923",1923,NA
"1924",1924,NA
"1925",1925,NA
"1926",1926,NA
"1927",1927,NA
"1928",1928,NA
"1929",1929,2
"1930",1930,NA
"1931",1931,4
"1932",1932,NA
"1933",1933,4
"1934",1934,NA
"1935",1935,NA
"1936",1936,4
"1937",1937,NA
"1938",1938,3
"1939",1939,3
"1940",1940,NA
"1941",1941,3
"1942",1942,2
"1943",1943,NA
"1944",1944,5
"1945",1945,4
"1946",1946,NA
"1947",1947,1
"1948",1948,2
"1949",1949,1
"1950",1950,5
"1951",1951,4
"1952",1952,1
"1953",1953,NA
"1954",1954,NA
"1955",1955,NA
"1956",1956,2
"1957",1957,5
"1958",1958,4
"1959",1959,NA
"1960",1960,3
"1961",1961,NA
"1962",1962,NA
"1963",1963,3
"1964",1964,5
"1965",1965,NA
"1966",1966,4
"1967",1967,4
"1968",1968,NA
"1969",1969,2
"1970",1970,NA
"1971",1971,NA
"1972",1972,NA
"1973",1973,3
"1974",1974,5
"1975",1975,NA
"1976",1976,NA
"1977",1977,NA
"1978",1978,2
"1979",1979,NA
"1980",1980,2
"1981",1981,1
"1982",1982,4
"1983",1983,NA
"1984",1984,NA
"1985",1985,NA
"1986",1986,NA
"1987",1987,5
"1988",1988,1
"1989",1989,NA
"1990",1990,5
"1991",1991,3
"1992",1992,1
"1993",1993,NA
"1994",1994,NA
"1995",1995,5
"1996",1996,3
"1997",1997,NA
"1998",1998,4
"1999",1999,1
"2000",2000,4
"2001",2001,NA
"2002",2002,5
"2003",2003,4
"2004",2004,NA
"2005",2005,NA
"2006",2006,2
"2007",2007,2
"2008",2008,1
"2009",2009,NA
"2010",2010,3
"2011",2011,NA
"2012",2012,NA
"2013",2013,2
"2014",2014,4
"2015",2015,1
"2016",2016,NA
"2017",2017,NA
"2018",2018,4
"2019",2019,2
"2020",2020,3
"2021",2021,3
"2022",2022,3
"2023",2023,4
"2024",2024,4
"2025",2025,2
"2026",2026,NA
"2027",2027,NA
"2028",2028,NA
"2029",2029,2
"2030",2030,NA
"2031",2031,2
"2032",2032,NA
"2033",2033,NA
"2034",2034,NA
"2035",2035,NA
"2036",2036,NA
"2037",2037,3
"2038",2038,NA
"2039",2039,2
"2040",2040,NA
"2041",2041,3
"2042",2042,NA
"2043",2043,4
"2044",2044,NA
"2045",2045,2
"2046",2046,3
"2047",2047,NA
"2048",2048,NA
"2049",2049,2
"2050",2050,1
"2051",2051,4
"2052",2052,5
"2053",2053,2
"2054",2054,4
"2055",2055,4
"2056",2056,NA
"2057",2057,3
"2058",2058,2
"2059",2059,NA
"2060",2060,NA
"2061",2061,3
"2062",2062,NA
"2063",2063,2
"2064",2064,3
"2065",2065,NA
"2066",2066,2
"2067",2067,NA
"2068",2068,3
"2069",2069,NA
"2070",2070,NA
"2071",2071,4
"2072",2072,NA
"2073",2073,3
"2074",2074,4
"2075",2075,1
"2076",2076,4
"2077",2077,NA
"2078",2078,1
"2079",2079,NA
"2080",2080,1
"2081",2081,NA
"2082",2082,NA
"2083",2083,NA
"2084",2084,3
"2085",2085,1
"2086",2086,4
"2087",2087,NA
"2088",2088,2
"2089",2089,NA
"2090",2090,NA
"2091",2091,4
"2092",2092,4
"2093",2093,NA
"2094",2094,2
"2095",2095,NA
"2096",2096,NA
"2097",2097,5
"2098",2098,NA
"2099",2099,NA
"2100",2100,NA
"2101",2101,2
"2102",2102,4
"2103",2103,2
"2104",2104,NA
"2105",2105,5
"2106",2106,4
"2107",2107,3
"2108",2108,1
"2109",2109,NA
"2110",2110,1
"2111",2111,3
"2112",2112,4
"2113",2113,NA
"2114",2114,4
"2115",2115,5
"2116",2116,3
"2117",2117,NA
"2118",2118,2
"2119",2119,NA
"2120",2120,NA
"2121",2121,5
"2122",2122,NA
"2123",2123,NA
"2124",2124,3
"2125",2125,NA
"2126",2126,4
"2127",2127,NA
"2128",2128,NA
"2129",2129,5
"2130",2130,2
"2131",2131,NA
"2132",2132,2
"2133",2133,5
"2134",2134,NA
"2135",2135,3
"2136",2136,NA
"2137",2137,2
"2138",2138,4
"2139",2139,4
"2140",2140,4
"2141",2141,NA
"2142",2142,4
"2143",2143,NA
"2144",2144,4
"2145",2145,5
"2146",2146,1
"2147",2147,NA
"2148",2148,NA
"2149",2149,2
"2150",2150,5
"2151",2151,5
"2152",2152,NA
"2153",2153,2
"2154",2154,NA
"2155",2155,NA
"2156",2156,NA
"2157",2157,NA
"2158",2158,NA
"2159",2159,5
"2160",2160,NA
"2161",2161,NA
"2162",2162,3
"2163",2163,3
"2164",2164,NA
"2165",2165,NA
"2166",2166,NA
"2167",2167,NA
"2168",2168,4
"2169",2169,4
"2170",2170,NA
"2171",2171,NA
"2172",2172,3
"2173",2173,NA
"2174",2174,NA
"2175",2175,4
"2176",2176,NA
"2177",2177,4
"2178",2178,NA
"2179",2179,2
"2180",2180,NA
"2181",2181,2
"2182",2182,4
"2183",2183,NA
"2184",2184,5
"2185",2185,3
"2186",2186,5
"2187",2187,NA
"2188",2188,3
"2189",2189,5
"2190",2190,3
"2191",2191,NA
"2192",2192,NA
"2193",2193,3
"2194",2194,3
"2195",2195,3
"2196",2196,1
"2197",2197,NA
"2198",2198,NA
"2199",2199,4
"2200",2200,4
"2201",2201,NA
"2202",2202,NA
"2203",2203,4
"2204",2204,NA
"2205",2205,NA
"2206",2206,NA
"2207",2207,2
"2208",2208,NA
"2209",2209,2
"2210",2210,3
"2211",2211,NA
"2212",2212,3
"2213",2213,2
"2214",2214,NA
"2215",2215,NA
"2216",2216,NA
"2217",2217,4
"2218",2218,NA
"2219",2219,NA
"2220",2220,NA
"2221",2221,NA
"2222",2222,5
"2223",2223,NA
"2224",2224,NA
"2225",2225,2
"2226",2226,4
"2227",2227,NA
"2228",2228,NA
"2229",2229,NA
"2230",2230,NA
"2231",2231,2
"2232",2232,4
"2233",2233,2
"2234",2234,2
"2235",2235,NA
"2236",2236,3
"2237",2237,3
"2238",2238,2
"2239",2239,4
"2240",2240,NA
"2241",2241,NA
"2242",2242,4
"2243",2243,NA
"2244",2244,1
"2245",2245,2
"2246",2246,NA
"2247",2247,3
"2248",2248,1
"2249",2249,3
"2250",2250,4
"2251",2251,2
"2252",2252,NA
"2253",2253,3
"2254",2254,NA
"2255",2255,4
"2256",2256,NA
"2257",2257,NA
"2258",2258,4
"2259",2259,NA
"2260",2260,4
"2261",2261,NA
"2262",2262,1
"2263",2263,NA
"2264",2264,2
"2265",2265,2
"2266",2266,NA
"2267",2267,3
"2268",2268,NA
"2269",2269,NA
"2270",2270,NA
"2271",2271,NA
"2272",2272,4
"2273",2273,1
"2274",2274,NA
"2275",2275,5
"2276",2276,3
"2277",2277,3
"2278",2278,3
"2279",2279,NA
"2280",2280,1
"2281",2281,NA
"2282",2282,NA
"2283",2283,NA
"2284",2284,NA
"2285",2285,NA
"2286",2286,NA
"2287",2287,NA
"2288",2288,NA
"2289",2289,NA
"2290",2290,NA
"2291",2291,5
"2292",2292,NA
"2293",2293,NA
"2294",2294,NA
"2295",2295,NA
"2296",2296,NA
"2297",2297,4
"2298",2298,1
"2299",2299,NA
"2300",2300,NA
"2301",2301,NA
"2302",2302,NA
"2303",2303,4
"2304",2304,2
"2305",2305,NA
"2306",2306,NA
"2307",2307,1
"2308",2308,2
"2309",2309,NA
"2310",2310,NA
"2311",2311,NA
"2312",2312,3
"2313",2313,NA
"2314",2314,4
"2315",2315,2
"2316",2316,NA
"2317",2317,2
"2318",2318,3
"2319",2319,3
"2320",2320,NA
"2321",2321,NA
"2322",2322,NA
"2323",2323,NA
"2324",2324,4
"2325",2325,3
"2326",2326,3
"2327",2327,NA
"2328",2328,4
"2329",2329,2
"2330",2330,2
"2331",2331,3
"2332",2332,4
"2333",2333,3
"2334",2334,5
"2335",2335,3
"2336",2336,3
"2337",2337,1
"2338",2338,NA
"2339",2339,NA
"2340",2340,7
"2341",2341,NA
"2342",2342,4
"2343",2343,NA
"2344",2344,1
"2345",2345,5
"2346",2346,1
"2347",2347,4
"2348",2348,NA
"2349",2349,5
"2350",2350,NA
"2351",2351,1
"2352",2352,3
"2353",2353,4
"2354",2354,NA
"2355",2355,3
"2356",2356,1
"2357",2357,3
"2358",2358,4
"2359",2359,NA
"2360",2360,1
"2361",2361,5
"2362",2362,5
"2363",2363,3
"2364",2364,2
"2365",2365,NA
"2366",2366,2
"2367",2367,NA
"2368",2368,NA
"2369",2369,NA
"2370",2370,NA
"2371",2371,NA
"2372",2372,5
"2373",2373,4
"2374",2374,NA
"2375",2375,5
"2376",2376,1
"2377",2377,1
"2378",2378,NA
"2379",2379,NA
"2380",2380,NA
"2381",2381,NA
"2382",2382,NA
"2383",2383,NA
"2384",2384,4
"2385",2385,NA
"2386",2386,NA
"2387",2387,NA
"2388",2388,3
"2389",2389,NA
"2390",2390,5
"2391",2391,3
"2392",2392,2
"2393",2393,NA
"2394",2394,NA
"2395",2395,3
"2396",2396,2
"2397",2397,NA
"2398",2398,2
"2399",2399,3
"2400",2400,2
"2401",2401,2
"2402",2402,NA
"2403",2403,NA
"2404",2404,NA
"2405",2405,5
"2406",2406,NA
"2407",2407,4
"2408",2408,NA
"2409",2409,NA
"2410",2410,NA
"2411",2411,NA
"2412",2412,2
"2413",2413,4
"2414",2414,5
"2415",2415,NA
"2416",2416,2
"2417",2417,4
"2418",2418,4
"2419",2419,NA
"2420",2420,3
"2421",2421,5
"2422",2422,NA
"2423",2423,3
"2424",2424,NA
"2425",2425,NA
"2426",2426,1
"2427",2427,5
"2428",2428,NA
"2429",2429,4
"2430",2430,NA
"2431",2431,NA
"2432",2432,3
"2433",2433,NA
"2434",2434,1
"2435",2435,4
"2436",2436,NA
"2437",2437,NA
"2438",2438,NA
"2439",2439,2
"2440",2440,5
"2441",2441,5
"2442",2442,NA
"2443",2443,5
"2444",2444,NA
"2445",2445,1
"2446",2446,NA
"2447",2447,2
"2448",2448,NA
"2449",2449,4
"2450",2450,2
"2451",2451,1
"2452",2452,NA
"2453",2453,NA
"2454",2454,5
"2455",2455,2
"2456",2456,4
"2457",2457,5
"2458",2458,2
"2459",2459,NA
"2460",2460,NA
"2461",2461,NA
"2462",2462,NA
"2463",2463,3
"2464",2464,NA
"2465",2465,5
"2466",2466,NA
"2467",2467,2
"2468",2468,NA
"2469",2469,NA
"2470",2470,2
"2471",2471,2
"2472",2472,3
"2473",2473,3
"2474",2474,NA
"2475",2475,4
"2476",2476,1
"2477",2477,5
"2478",2478,1
"2479",2479,4
"2480",2480,3
"2481",2481,NA
"2482",2482,NA
"2483",2483,3
"2484",2484,3
"2485",2485,4
"2486",2486,NA
"2487",2487,NA
"2488",2488,1
"2489",2489,NA
"2490",2490,NA
"2491",2491,3
"2492",2492,2
"2493",2493,NA
"2494",2494,3
"2495",2495,2
"2496",2496,4
"2497",2497,NA
"2498",2498,NA
"2499",2499,NA
"2500",2500,2
"2501",2501,NA
"2502",2502,NA
"2503",2503,NA
"2504",2504,1
"2505",2505,1
"2506",2506,NA
"2507",2507,NA
"2508",2508,4
"2509",2509,NA
"2510",2510,4
"2511",2511,NA
"2512",2512,1
"2513",2513,NA
"2514",2514,NA
"2515",2515,NA
"2516",2516,NA
"2517",2517,1
"2518",2518,NA
"2519",2519,NA
"2520",2520,3
"2521",2521,NA
"2522",2522,5
"2523",2523,NA
"2524",2524,2
"2525",2525,NA
"2526",2526,NA
"2527",2527,4
"2528",2528,3
"2529",2529,4
"2530",2530,5
"2531",2531,2
"2532",2532,3
"2533",2533,NA
"2534",2534,NA
"2535",2535,NA
"2536",2536,2
"2537",2537,NA
"2538",2538,NA
"2539",2539,NA
"2540",2540,NA
"2541",2541,NA
"2542",2542,1
"2543",2543,NA
"2544",2544,3
"2545",2545,NA
"2546",2546,3
"2547",2547,NA
"2548",2548,2
"2549",2549,NA
"2550",2550,4
"2551",2551,1
"2552",2552,4
"2553",2553,2
"2554",2554,NA
"2555",2555,NA
"2556",2556,1
"2557",2557,3
"2558",2558,NA
"2559",2559,NA
"2560",2560,5
"2561",2561,NA
"2562",2562,NA
"2563",2563,NA
"2564",2564,NA
"2565",2565,NA
"2566",2566,NA
"2567",2567,NA
"2568",2568,NA
"2569",2569,3
"2570",2570,NA
"2571",2571,9
"2572",2572,3
"2573",2573,NA
"2574",2574,4
"2575",2575,1
"2576",2576,NA
"2577",2577,NA
"2578",2578,1
"2579",2579,3
"2580",2580,NA
"2581",2581,2
"2582",2582,NA
"2583",2583,1
"2584",2584,NA
"2585",2585,NA
"2586",2586,3
"2587",2587,NA
"2588",2588,2
"2589",2589,NA
"2590",2590,4
"2591",2591,1
"2592",2592,NA
"2593",2593,NA
"2594",2594,NA
"2595",2595,NA
"2596",2596,1
"2597",2597,4
"2598",2598,2
"2599",2599,1
"2600",2600,NA
"2601",2601,2
"2602",2602,2
"2603",2603,4
"2604",2604,NA
"2605",2605,2
"2606",2606,NA
"2607",2607,NA
"2608",2608,3
"2609",2609,2
"2610",2610,NA
"2611",2611,NA
"2612",2612,5
"2613",2613,5
"2614",2614,NA
"2615",2615,2
"2616",2616,NA
"2617",2617,1
"2618",2618,NA
"2619",2619,NA
"2620",2620,2
"2621",2621,4
"2622",2622,NA
"2623",2623,NA
"2624",2624,NA
"2625",2625,5
"2626",2626,NA
"2627",2627,NA
"2628",2628,NA
"2629",2629,NA
"2630",2630,3
"2631",2631,NA
"2632",2632,NA
"2633",2633,1
"2634",2634,1
"2635",2635,NA
"2636",2636,1
"2637",2637,NA
"2638",2638,5
"2639",2639,NA
"2640",2640,NA
"2641",2641,4
"2642",2642,NA
"2643",2643,3
"2644",2644,4
"2645",2645,4
"2646",2646,NA
"2647",2647,NA
"2648",2648,NA
"2649",2649,NA
"2650",2650,2
"2651",2651,NA
"2652",2652,NA
"2653",2653,4
"2654",2654,5
"2655",2655,3
"2656",2656,NA
"2657",2657,NA
"2658",2658,4
"2659",2659,3
"2660",2660,5
"2661",2661,3
"2662",2662,3
"2663",2663,3
"2664",2664,NA
"2665",2665,NA
"2666",2666,4
"2667",2667,NA
"2668",2668,NA
"2669",2669,1
"2670",2670,NA
"2671",2671,3
"2672",2672,3
"2673",2673,3
"2674",2674,NA
"2675",2675,4
"2676",2676,NA
"2677",2677,NA
"2678",2678,2
"2679",2679,2
"2680",2680,5
"2681",2681,NA
"2682",2682,2
"2683",2683,NA
"2684",2684,2
"2685",2685,5
"2686",2686,2
"2687",2687,3
"2688",2688,NA
"2689",2689,NA
"2690",2690,NA
"2691",2691,NA
"2692",2692,3
"2693",2693,NA
"2694",2694,2
"2695",2695,NA
"2696",2696,4
"2697",2697,4
"2698",2698,NA
"2699",2699,3
"2700",2700,3
"2701",2701,4
"2702",2702,5
"2703",2703,NA
"2704",2704,4
"2705",2705,3
"2706",2706,NA
"2707",2707,NA
"2708",2708,NA
"2709",2709,4
"2710",2710,NA
"2711",2711,4
"2712",2712,1
"2713",2713,5
"2714",2714,1
"2715",2715,NA
"2716",2716,4
"2717",2717,NA
"2718",2718,4
"2719",2719,NA
"2720",2720,NA
"2721",2721,3
"2722",2722,NA
"2723",2723,3
"2724",2724,NA
"2725",2725,5
"2726",2726,3
"2727",2727,NA
"2728",2728,NA
"2729",2729,3
"2730",2730,2
"2731",2731,NA
"2732",2732,1
"2733",2733,5
"2734",2734,3
"2735",2735,NA
"2736",2736,NA
"2737",2737,NA
"2738",2738,4
"2739",2739,NA
"2740",2740,NA
"2741",2741,NA
"2742",2742,NA
"2743",2743,NA
"2744",2744,NA
"2745",2745,NA
"2746",2746,5
"2747",2747,NA
"2748",2748,NA
"2749",2749,NA
"2750",2750,NA
"2751",2751,NA
"2752",2752,2
"2753",2753,4
"2754",2754,1
"2755",2755,NA
"2756",2756,3
"2757",2757,2
"2758",2758,3
"2759",2759,5
"2760",2760,NA
"2761",2761,1
"2762",2762,4
"2763",2763,NA
"2764",2764,NA
"2765",2765,NA
"2766",2766,4
"2767",2767,NA
"2768",2768,2
"2769",2769,1
"2770",2770,NA
"2771",2771,4
"2772",2772,2
"2773",2773,NA
"2774",2774,NA
"2775",2775,NA
"2776",2776,NA
"2777",2777,5
"2778",2778,NA
"2779",2779,NA
"2780",2780,NA
"2781",2781,NA
"2782",2782,2
"2783",2783,NA
"2784",2784,2
"2785",2785,NA
"2786",2786,NA
"2787",2787,NA
"2788",2788,1
"2789",2789,1
"2790",2790,5
"2791",2791,2
"2792",2792,NA
"2793",2793,NA
"2794",2794,5
"2795",2795,3
"2796",2796,NA
"2797",2797,NA
"2798",2798,3
"2799",2799,3
"2800",2800,NA
"2801",2801,3
"2802",2802,NA
"2803",2803,4
"2804",2804,NA
"2805",2805,NA
"2806",2806,NA
"2807",2807,5
"2808",2808,NA
"2809",2809,5
"2810",2810,5
"2811",2811,5
"2812",2812,NA
"2813",2813,NA
"2814",2814,4
"2815",2815,2
"2816",2816,1
"2817",2817,2
"2818",2818,2
"2819",2819,3
"2820",2820,3
"2821",2821,2
"2822",2822,1
"2823",2823,NA
"2824",2824,NA
"2825",2825,3
"2826",2826,NA
"2827",2827,4
"2828",2828,NA
"2829",2829,NA
"2830",2830,3
"2831",2831,2
"2832",2832,NA
"2833",2833,NA
"2834",2834,5
"2835",2835,NA
"2836",2836,NA
"2837",2837,1
"2838",2838,NA
"2839",2839,NA
"2840",2840,NA
"2841",2841,3
"2842",2842,NA
"2843",2843,5
"2844",2844,5
"2845",2845,NA
"2846",2846,NA
"2847",2847,NA
"2848",2848,NA
"2849",2849,1
"2850",2850,2
"2851",2851,5
"2852",2852,2
"2853",2853,NA
"2854",2854,NA
"2855",2855,5
"2856",2856,NA
"2857",2857,3
"2858",2858,3
"2859",2859,4
"2860",2860,2
"2861",2861,NA
"2862",2862,2
"2863",2863,NA
"2864",2864,1
"2865",2865,NA
"2866",2866,NA
"2867",2867,NA
"2868",2868,NA
"2869",2869,2
"2870",2870,NA
"2871",2871,NA
"2872",2872,NA
"2873",2873,NA
"2874",2874,NA
"2875",2875,NA
"2876",2876,NA
"2877",2877,NA
"2878",2878,NA
"2879",2879,NA
"2880",2880,2
"2881",2881,NA
"2882",2882,NA
"2883",2883,NA
"2884",2884,1
"2885",2885,3
"2886",2886,NA
"2887",2887,3
"2888",2888,NA
"2889",2889,NA
"2890",2890,5
"2891",2891,NA
"2892",2892,4
"2893",2893,4
"2894",2894,NA
"2895",2895,3
"2896",2896,NA
"2897",2897,1
"2898",2898,4
"2899",2899,2
"2900",2900,NA
"2901",2901,NA
"2902",2902,NA
"2903",2903,NA
"2904",2904,5
"2905",2905,NA
"2906",2906,3
"2907",2907,1
"2908",2908,NA
"2909",2909,NA
"2910",2910,NA
"2911",2911,NA
"2912",2912,3
"2913",2913,NA
"2914",2914,NA
"2915",2915,1
"2916",2916,NA
"2917",2917,4
"2918",2918,NA
"2919",2919,NA
"2920",2920,NA
"2921",2921,5
"2922",2922,1
"2923",2923,4
"2924",2924,3
"2925",2925,3
"2926",2926,NA
"2927",2927,1
"2928",2928,5
"2929",2929,1
"2930",2930,NA
"2931",2931,NA
"2932",2932,1
"2933",2933,2
"2934",2934,5
"2935",2935,NA
"2936",2936,4
"2937",2937,5
"2938",2938,1
"2939",2939,4
"2940",2940,4
"2941",2941,3
"2942",2942,4
"2943",2943,NA
"2944",2944,5
"2945",2945,NA
"2946",2946,4
"2947",2947,1
"2948",2948,2
"2949",2949,2
"2950",2950,NA
"2951",2951,3
"2952",2952,NA
"2953",2953,3
"2954",2954,NA
"2955",2955,NA
"2956",2956,3
"2957",2957,NA
"2958",2958,NA
"2959",2959,NA
"2960",2960,NA
"2961",2961,NA
"2962",2962,1
"2963",2963,NA
"2964",2964,NA
"2965",2965,NA
"2966",2966,NA
"2967",2967,NA
"2968",2968,3
"2969",2969,4
"2970",2970,NA
"2971",2971,NA
"2972",2972,NA
"2973",2973,2
"2974",2974,NA
"2975",2975,NA
"2976",2976,NA
"2977",2977,2
"2978",2978,2
"2979",2979,7
"2980",2980,4
"2981",2981,NA
"2982",2982,NA
"2983",2983,NA
"2984",2984,5
"2985",2985,NA
"2986",2986,NA
"2987",2987,1
"2988",2988,5
"2989",2989,NA
"2990",2990,1
"2991",2991,3
"2992",2992,5
"2993",2993,4
"2994",2994,NA
"2995",2995,NA
"2996",2996,NA
"2997",2997,NA
"2998",2998,NA
"2999",2999,5
"3000",3000,4
"3001",3001,NA
"3002",3002,NA
"3003",3003,NA
"3004",3004,NA
"3005",3005,NA
"3006",3006,4
"3007",3007,NA
"3008",3008,4
"3009",3009,NA
"3010",3010,NA
"3011",3011,4
"3012",3012,NA
"3013",3013,2
"3014",3014,NA
"3015",3015,NA
"3016",3016,NA
"3017",3017,NA
"3018",3018,5
"3019",3019,NA
"3020",3020,2
"3021",3021,3
"3022",3022,NA
"3023",3023,NA
"3024",3024,3
"3025",3025,NA
"3026",3026,4
"3027",3027,NA
"3028",3028,NA
"3029",3029,2
"3030",3030,NA
"3031",3031,NA
"3032",3032,NA
"3033",3033,3
"3034",3034,NA
"3035",3035,3
"3036",3036,NA
"3037",3037,5
"3038",3038,NA
"3039",3039,1
"3040",3040,3
"3041",3041,NA
"3042",3042,NA
"3043",3043,2
"3044",3044,NA
"3045",3045,1
"3046",3046,NA
"3047",3047,NA
"3048",3048,4
"3049",3049,NA
"3050",3050,NA
"3051",3051,NA
"3052",3052,NA
"3053",3053,4
"3054",3054,3
"3055",3055,5
"3056",3056,NA
"3057",3057,NA
"3058",3058,5
"3059",3059,5
"3060",3060,NA
"3061",3061,NA
"3062",3062,4
"3063",3063,NA
"3064",3064,NA
"3065",3065,NA
"3066",3066,4
"3067",3067,NA
"3068",3068,NA
"3069",3069,NA
"3070",3070,NA
"3071",3071,NA
"3072",3072,4
"3073",3073,NA
"3074",3074,5
"3075",3075,1
"3076",3076,NA
"3077",3077,NA
"3078",3078,NA
"3079",3079,NA
"3080",3080,4
"3081",3081,3
"3082",3082,NA
"3083",3083,NA
"3084",3084,NA
"3085",3085,3
"3086",3086,NA
"3087",3087,4
"3088",3088,NA
"3089",3089,2
"3090",3090,NA
"3091",3091,NA
"3092",3092,NA
"3093",3093,4
"3094",3094,3
"3095",3095,1
"3096",3096,NA
"3097",3097,4
"3098",3098,4
"3099",3099,3
"3100",3100,4
"3101",3101,NA
"3102",3102,4
"3103",3103,NA
"3104",3104,3
"3105",3105,2
"3106",3106,4
"3107",3107,NA
"3108",3108,4
"3109",3109,5
"3110",3110,3
"3111",3111,NA
"3112",3112,4
"3113",3113,2
"3114",3114,NA
"3115",3115,NA
"3116",3116,1
"3117",3117,3
"3118",3118,2
"3119",3119,NA
"3120",3120,3
"3121",3121,NA
"3122",3122,3
"3123",3123,NA
"3124",3124,1
"3125",3125,NA
"3126",3126,NA
"3127",3127,NA
"3128",3128,5
"3129",3129,3
"3130",3130,2
"3131",3131,NA
"3132",3132,2
"3133",3133,1
"3134",3134,4
"3135",3135,1
"3136",3136,NA
"3137",3137,NA
"3138",3138,NA
"3139",3139,NA
"3140",3140,5
"3141",3141,1
"3142",3142,4
"3143",3143,2
"3144",3144,3
"3145",3145,NA
"3146",3146,1
"3147",3147,NA
"3148",3148,3
